stimuli_id,word,color,congruent,corrAnsw,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruction.started,Instruction.stopped,interupt_key.keys,interupt_key.rt,interupt_key.started,interupt_key.stopped,Stimul_text.started,Stimul_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,fix_cross.started,fix_cross.stopped,sync_square.started,sync_square.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7,green,green,1,g,0,12,12,6,,,,,,,55.349124300002586,None,g,1,0.7364842999959365,55.349124300002586,None,53.364334999991115,55.365647500002524,55.349124300002586,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
6,blue,green,0,g,0,13,13,5,,,,,,,58.101988300011726,None,g,1,0.6903091999993194,58.101988300011726,None,56.1164240000071,58.11904479999794,58.101988300011726,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
13,red,yellow,0,y,0,14,14,12,,,,,,,60.80516789999092,None,g,0,1.2093289000040386,60.80516789999092,None,58.81988180000917,60.82150879999972,60.80516789999092,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
5,red,green,0,g,0,15,15,4,,,,,,,64.02446459999192,None,g,1,1.7184236999892164,64.02446459999192,None,62.039966200012714,64.04126070000348,64.02446459999192,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
13,red,yellow,0,y,1,0,16,12,,,,,,,67.74474409999675,None,y,1,1.0120976000034716,67.74474409999675,None,65.75977969999076,67.76174899999751,67.74474409999675,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
16,yellow,yellow,1,y,1,1,17,15,,,,,,,70.76483040000312,None,y,1,0.6348385000019334,70.76483040000312,None,68.77954429999227,70.78139240000746,70.76483040000312,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
1,red,red,1,r,1,2,18,0,,,,,,,73.4007355000067,None,r,1,0.628015599999344,73.4007355000067,None,71.41544810001506,73.41765720001422,73.4007355000067,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
3,green,red,0,r,1,3,19,2,,,,,,,76.0364966999914,None,r,1,0.6777868999924976,76.0364966999914,None,74.05158810000285,76.05308840001817,76.0364966999914,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
12,yellow,blue,0,b,1,4,20,11,,,,,,,78.72275350001291,None,b,1,1.205610799981514,78.72275350001291,None,76.73706119999406,78.73925109999254,78.72275350001291,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
5,red,green,0,g,1,5,21,4,,,,,,,81.94283970000106,None,g,1,0.8015737000096124,81.94283970000106,None,79.95729160000337,81.95940620001056,81.94283970000106,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
15,green,yellow,0,y,1,6,22,14,,,,,,,84.74480430001859,None,y,1,1.0596744999929797,84.74480430001859,None,82.76021050001145,84.76213920000009,84.74480430001859,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
6,blue,green,0,g,1,7,23,5,,,,,,,87.81487239999115,None,g,1,0.7697815999854356,87.81487239999115,None,85.82981910000672,87.83172330001253,87.81487239999115,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
4,yellow,red,0,r,1,8,24,3,,,,,,,90.60095839999849,None,r,1,0.9903055000177119,90.60095839999849,None,88.61577110001235,90.61784849999822,90.60095839999849,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
8,yellow,green,0,g,1,9,25,7,,,,,,,93.60410709999269,None,g,1,0.8775732000067364,93.60410709999269,None,91.61902070001815,93.62086240001372,93.60410709999269,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
