stimuli_id,word,color,congruent,corrAnsw,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruction.started,Instruction.stopped,interupt_key.keys,interupt_key.rt,interupt_key.started,interupt_key.stopped,Stimul_text.started,Stimul_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,fix_cross.started,fix_cross.stopped,sync_square.started,sync_square.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,blue,red,0,r,6,12,108,1,,,,,,,324.68517030001385,None,r,1,0.8900890999939293,324.68517030001385,None,322.69999970000936,324.70167189999484,324.68517030001385,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
6,blue,green,0,g,6,13,109,5,,,,,,,327.58804080000846,None,g,1,0.6040618999977596,327.58804080000846,None,325.60275479999837,327.6044343000103,327.58804080000846,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
15,green,yellow,0,y,6,14,110,14,,,,,,,330.2071205000102,None,y,1,0.6741555999906268,330.2071205000102,None,328.2217750000127,330.2239569000085,330.2071205000102,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
5,red,green,0,g,6,15,111,4,,,,,,,332.89275630001794,None,g,1,0.8084969999908935,332.89275630001794,None,330.90815540001495,332.90946819999954,332.89275630001794,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
10,blue,blue,1,b,7,0,112,9,,,,,,,335.713911800005,None,b,1,0.6245552999898791,335.713911800005,None,333.72748160001356,335.7293567000015,335.713911800005,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
16,yellow,yellow,1,y,7,1,113,15,,,,,,,338.3494697000133,None,y,1,0.3801771999860648,338.3494697000133,None,336.3633240000054,338.3652576000022,338.3494697000133,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
4,yellow,red,0,r,7,2,114,3,,,,,,,340.7345540999959,None,r,1,0.296926099981647,340.7345540999959,None,338.74934120001853,340.7511870000162,340.7345540999959,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
14,blue,yellow,0,y,7,3,115,13,,,,,,,343.0365612000169,None,y,1,0.3602811000018846,343.0365612000169,None,341.05155110001215,343.05337800001143,343.0365612000169,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
3,green,red,0,r,7,4,116,2,,,,,,,345.40576610001153,None,g,0,0.266501000005519,345.40576610001153,None,343.4202623000019,345.42242290001013,345.40576610001153,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
11,green,blue,0,b,7,5,117,10,,,,,,,347.67474849999417,None,b,1,0.6868254999862984,347.67474849999417,None,345.6892361000064,347.69096340000397,347.67474849999417,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
1,red,red,1,r,7,6,118,0,,,,,,,350.3771982000035,None,r,1,0.554811600013636,350.3771982000035,None,348.39225589999114,350.3938007999968,350.3771982000035,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
5,red,green,0,g,7,7,119,4,,,,,,,352.94669270000304,None,g,1,0.4578557000204455,352.94669270000304,None,350.9611602000077,352.96318230000907,352.94669270000304,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
7,green,green,1,g,7,8,120,6,,,,,,,355.41529360000277,None,g,1,0.6212479000096209,355.41529360000277,None,353.4306453000172,355.4319527000189,355.41529360000277,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
8,yellow,green,0,g,7,9,121,7,,,,,,,358.0520363000105,None,g,1,0.45343490000232123,358.0520363000105,None,356.0664337000053,358.06959800000186,358.0520363000105,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
6,blue,green,0,g,7,10,122,5,,,,,,,360.52075640001567,None,g,1,0.4564818000071682,360.52075640001567,None,358.53597520000767,360.537184899993,360.52075640001567,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
9,red,blue,0,b,7,11,123,8,,,,,,,362.9899488000083,None,b,1,0.7152191000059247,362.9899488000083,None,361.0047623999999,363.00657309999224,362.9899488000083,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
2,blue,red,0,r,7,12,124,1,,,,,,,365.70916540001053,None,r,1,0.3443441999843344,365.70916540001053,None,363.72425070000463,365.7259696999972,365.70916540001053,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
12,yellow,blue,0,b,7,13,125,11,,,,,,,368.06159689999186,None,y,0,0.883689799986314,368.06159689999186,None,366.0759636000148,368.0777706000081,368.06159689999186,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
15,green,yellow,0,y,7,14,126,14,,,,,,,370.9477727000194,None,y,1,1.1039096000022255,370.9477727000194,None,368.9628378000052,370.9646891000157,370.9477727000194,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
13,red,yellow,0,y,7,15,127,12,,,,,,,374.0675648000033,None,y,1,0.5866781999939121,374.0675648000033,None,372.08233249999466,374.0840728000039,374.0675648000033,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
4,yellow,red,0,r,8,0,128,3,,,,,,,376.6702648999926,None,r,1,0.6942759999947157,376.6702648999926,None,374.6844672000152,376.6869880000013,376.6702648999926,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
9,red,blue,0,b,8,1,129,8,,,,,,,379.374058699992,None,b,1,0.844530099973781,379.374058699992,None,377.3876369000063,379.3895326000056,379.374058699992,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
1,red,red,1,r,8,2,130,0,,,,,,,382.2254244000069,None,g,0,0.5809481000178494,382.2254244000069,None,380.2405016999983,382.2426330000162,382.2254244000069,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
12,yellow,blue,0,b,8,3,131,11,,,,,,,384.81208950001746,None,b,1,1.0051274999859743,384.81208950001746,None,382.8268458000093,384.8283830000146,384.81208950001746,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
13,red,yellow,0,y,8,4,132,12,,,,,,,387.83120420001796,None,y,1,1.2146264999755658,387.83120420001796,None,385.8457665000169,387.84821140000713,387.83120420001796,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
5,red,green,0,g,8,5,133,4,,,,,,,391.05147480001324,None,g,1,0.9726324999937788,391.05147480001324,None,389.0655962000019,391.0681496000034,391.05147480001324,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
3,green,red,0,r,8,6,134,2,,,,,,,394.037558800017,None,r,1,0.8067309999896679,394.037558800017,None,392.05265480000526,394.0543595000054,394.037558800017,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
16,yellow,yellow,1,y,8,7,135,15,,,,,,,396.856617500016,None,y,1,0.6919897999905515,396.856617500016,None,394.8713945999916,396.87381849999656,396.856617500016,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
15,green,yellow,0,y,8,8,136,14,,,,,,,399.56003110000165,None,y,1,0.4841245000134222,399.56003110000165,None,397.57457950001117,399.57609230000526,399.56003110000165,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
11,green,blue,0,b,8,9,137,10,,,,,,,402.0456900999998,None,b,1,0.9534349000023212,402.0456900999998,None,400.0601946999959,402.0618650999968,402.0456900999998,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
7,green,green,1,g,8,10,138,6,,,,,,,405.01494650001405,None,g,1,0.6256485999911092,405.01494650001405,None,403.0300862000149,405.0320137999952,405.01494650001405,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
14,blue,yellow,0,y,8,11,139,13,,,,,,,407.6511013999989,None,y,1,0.7335333000228275,407.6511013999989,None,405.6659104000137,407.6679465000052,407.6511013999989,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
6,blue,green,0,g,8,12,140,5,,,,,,,410.38739730001544,None,g,1,0.5587908999877982,410.38739730001544,None,408.40191980000236,410.40408199999365,410.38739730001544,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
2,blue,red,0,r,8,13,141,1,,,,,,,412.9565019000147,None,r,1,0.7089278000057675,412.9565019000147,None,410.9714406999992,412.9731796999986,412.9565019000147,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
8,yellow,green,0,g,8,14,142,7,,,,,,,415.6754733000125,None,g,1,0.5567462999897543,415.6754733000125,None,413.69066880000173,415.6921188000124,415.6754733000125,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
10,blue,blue,1,b,8,15,143,9,,,,,,,418.2452839000034,None,b,1,0.7144788000150584,418.2452839000034,None,416.2598144999938,418.261579300015,418.2452839000034,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
5,red,green,0,g,9,0,144,4,,,,,,,420.96400530001847,None,y,0,0.8063786999846343,420.96400530001847,None,418.97907689999556,420.98078760001226,420.96400530001847,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
2,blue,red,0,r,9,1,145,1,,,,,,,423.7839474999928,None,r,1,0.7514582999865524,423.7839474999928,None,421.798678799998,423.8004509000166,423.7839474999928,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
9,red,blue,0,b,9,2,146,8,,,,,,,426.53641200001584,None,b,1,0.8359291999950074,426.53641200001584,None,424.55140600001323,426.55378469999414,426.53641200001584,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
10,blue,blue,1,b,9,3,147,9,,,,,,,429.37448170001153,None,b,1,0.6637958000064828,429.37448170001153,None,427.38759339999524,429.38958809999167,429.37448170001153,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
8,yellow,green,0,g,9,4,148,7,,,,,,,432.0424034000025,None,g,1,1.0472866000200156,432.0424034000025,None,430.05693260001135,432.05880009999964,432.0424034000025,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
15,green,yellow,0,y,9,5,149,14,,,,,,,435.0952935999958,None,y,1,0.7741618000145536,435.0952935999958,None,433.1100004000182,435.1120186999906,435.0952935999958,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
13,red,yellow,0,y,9,6,150,12,,,,,,,437.8809279999987,None,y,1,0.6863311999768484,437.8809279999987,None,435.8961336000066,437.89789459999884,437.8809279999987,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
11,green,blue,0,b,9,7,151,10,,,,,,,440.58394310000585,None,g,0,0.814430700003868,440.58394310000585,None,438.5988178999978,440.60077200000524,440.58394310000585,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
1,red,red,1,r,9,8,152,0,,,,,,,443.4036447000108,None,r,1,0.9993294999876525,443.4036447000108,None,441.41805370000657,443.4204456000007,443.4036447000108,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
14,blue,yellow,0,y,9,9,153,13,,,,,,,446.40623880000203,None,y,1,1.0327647000085562,446.40623880000203,None,444.42149740000605,446.42283970001154,446.40623880000203,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
12,yellow,blue,0,b,9,10,154,11,,,,,,,449.4428662999999,None,b,1,0.7176393000117969,449.4428662999999,None,447.45780110001215,449.45976769999834,449.4428662999999,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
4,yellow,red,0,r,9,11,155,3,,,,,,,452.16266220001853,None,r,1,3.2607349999889266,452.16266220001853,None,450.17704710000544,452.17921679999563,452.16266220001853,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
3,green,red,0,r,9,12,156,2,,,,,,,457.43441740001435,None,r,1,0.4933039000025019,457.43441740001435,None,455.4491509000072,457.4513080000179,457.43441740001435,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
16,yellow,yellow,1,y,9,13,157,15,,,,,,,459.9368003999989,None,y,1,0.5705215000198223,459.9368003999989,None,457.9516334999935,459.9531435999961,459.9368003999989,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
6,blue,green,0,g,9,14,158,5,,,,,,,462.522137699998,None,g,1,0.6851459000026807,462.522137699998,None,460.5373355000047,462.5392089000088,462.522137699998,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
7,green,green,1,g,9,15,159,6,,,,,,,465.20846650001477,None,g,1,0.49472160000004806,465.20846650001477,None,463.2234896000009,465.2253785000066,465.20846650001477,None,000,001,2022_Feb_15_1729,stroopExp,2021.2.3,60.02977477137804,
